GEO_NAME,0 to 4 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,5 to 9 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,High (secondary) school diploma or equivalency certificate,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",Immigrants,Non-immigrants,Non-permanent residents,Married or living common-law,Not married and not living common-law,With children,Without children,Apartment in a building that has fewer than five storeys,Apartment in a building that has five or more storeys,Apartment or flat in a duplex,Movable dwelling,Other single-attached house,Row house,Semi-detached house,Single-detached house,"$10,000 to $19,999","$100,000 and over","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","Under $10,000 (including loss)",k3_seg,k3_2_seg,k3mix
Fredericton,-0.156849831,-0.150670315,-0.141086602,-0.115613667,-0.139710773,-0.150163462,-0.145716565,-0.144885401,-0.135936779,-0.146963214,-0.138564037,-0.141378813,-0.153186528,-0.146572643,-0.143120972,-0.147102052,-0.145276718,-0.176439443,-0.135224913,-0.176125362,-0.138283194,-0.164152919,-0.12053942,-0.155342233,-0.139997439,-0.149217715,-0.14386378,-0.124019626,-0.095465138,-0.169693294,-0.108633473,2.675979418,0.03990501,-0.227952259,-0.225040412,-0.115352896,-0.139850125,-0.17363597,-0.138316665,-0.129791891,-0.124892652,-0.140853526,-0.139507131,-0.136682578,-0.137124849,-0.157927986,-0.137468441,0,3,3
Gander,-0.296438143,-0.289236021,-0.28195712,-0.280152229,-0.276716695,-0.278798187,-0.28299305,-0.282180802,-0.274041464,-0.295402466,-0.270748569,-0.289022969,-0.303519457,-0.314263482,-0.310724318,-0.309611843,-0.295291089,-0.296740769,-0.306067315,-0.291569854,-0.278545711,-0.203672047,-0.336618744,-0.221270994,-0.294098437,-0.283983356,-0.268444921,-0.319603127,-0.238162142,-0.176440291,-0.228201279,-0.59944946,-0.281024174,-0.27285713,-0.260824573,-0.355565048,-0.27476734,-0.267826018,-0.279917258,-0.292635935,-0.302797111,-0.307084098,-0.30755421,-0.302895356,-0.296958244,-0.291056257,-0.26139097,0,7,7
Granby,-0.18207286,-0.171355722,-0.180676777,-0.203414145,-0.195929009,-0.193897215,-0.190210172,-0.172455203,-0.17968138,-0.17481298,-0.174420215,-0.153800536,-0.135243565,-0.13535389,-0.131888916,-0.125079698,-0.139131551,-0.153099956,-0.187633089,-0.114928944,-0.171945044,-0.187132339,-0.15356056,-0.198523644,-0.153668353,-0.171117006,-0.184856908,-0.146340808,-0.030296428,-0.167922207,-0.119053325,0.161006714,0.571971816,-0.259676098,-0.085387183,-0.205696126,-0.153422155,-0.211159455,-0.146330656,-0.154391401,-0.144925282,-0.151943032,-0.168911818,-0.183632291,-0.19486104,-0.212811734,-0.190340668,0,4,4
Grand Falls-Windsor,-0.297064802,-0.289766416,-0.283990862,-0.280035782,-0.277237234,-0.280851415,-0.284680012,-0.281073581,-0.276102727,-0.296794955,-0.272546998,-0.286625795,-0.298185063,-0.306144647,-0.305985794,-0.302777319,-0.288061481,-0.300001432,-0.30422909,-0.284366526,-0.278973575,-0.203988474,-0.33517683,-0.220499898,-0.294061003,-0.282132428,-0.269572084,-0.317573929,-0.239660273,-0.176693303,-0.214134478,-0.644182176,-0.247242154,-0.261463357,-0.259874551,-0.355616497,-0.270511023,-0.272173251,-0.274554512,-0.289806598,-0.299397077,-0.306524022,-0.309542933,-0.307752223,-0.303199995,-0.292744988,-0.257547605,0,7,7
Grande Prairie,-0.167503036,-0.190449943,-0.200607447,-0.199920757,-0.179167646,-0.170593079,-0.172391642,-0.192274459,-0.201439167,-0.18080068,-0.219830547,-0.234541731,-0.252963948,-0.27027416,-0.288611207,-0.289614532,-0.281193353,-0.273401282,-0.204964927,-0.203281272,-0.222817609,-0.168129633,-0.229787173,-0.18580055,-0.220854981,-0.214392499,-0.19387421,-0.254434642,-0.178461611,-0.173994504,-0.19563924,0.180887921,-0.272578669,-0.237111959,-0.172155856,-0.23903463,-0.240556189,-0.17237756,-0.225084688,-0.22488904,-0.236082939,-0.230241664,-0.221897077,-0.214572332,-0.202440309,-0.183258946,-0.20934974,0,4,4
Greater Sudbury / Grand Sudbury,-0.071624196,-0.061033552,-0.058516684,-0.047143267,-0.061317568,-0.077479195,-0.079397894,-0.06937293,-0.054516853,-0.057565466,-0.050441016,-0.020539427,-0.020554088,-0.022723511,-0.025886381,-0.020536795,-0.003576397,-0.015637242,-0.043613769,-0.002926751,-0.060387884,-0.166137,0.030679734,-0.087100183,-0.044068951,-0.04894572,-0.070420231,-0.009682105,-0.0653527,-0.095898017,-0.019543736,-0.062656867,-0.052995543,-0.154451252,-0.074620267,0.067031358,-0.047415772,-0.020071871,-0.074747037,-0.055128839,-0.031529568,-0.022789495,-0.023450949,-0.033069417,-0.049963262,-0.035776464,-0.080648974,0,1,1
Guelph,-0.052667759,-0.062094342,-0.038043683,-0.022689553,-0.039559028,-0.049555296,-0.057678265,-0.065940545,-0.051883016,-0.056729973,-0.052913856,-0.061182431,-0.078626244,-0.091364568,-0.086434186,-0.082300641,-0.071896195,-0.052019383,-0.049616137,-0.071772721,-0.06005617,-0.060202476,-0.048300805,-0.119679015,-0.056848935,-0.064165576,-0.041114001,-0.06626552,-0.127974587,-0.066885931,-0.059399671,-0.584538555,-0.179678116,0.113637528,-0.118637952,-0.043068022,-0.060505954,-0.032541565,-0.079145693,-0.073755306,-0.063048798,-0.03365497,-0.030269427,-0.04638083,-0.045950708,-0.039153925,-0.066729763,0,1,1
Halifax,0.344790766,0.331723979,0.328978926,0.481289849,0.463698285,0.41950461,0.381248009,0.363771916,0.378806635,0.357535294,0.382081159,0.434487875,0.44208338,0.445068979,0.448843515,0.406747514,0.328624102,0.242813254,0.421682303,0.305286458,0.430189593,0.014020963,0.650430152,0.432618939,0.42569839,0.395468049,0.302848597,0.585731512,0.370678407,0.301078405,0.096637618,4.122337238,0.082132535,0.051530294,0.5308604,0.6269433,0.379741767,0.263413481,0.395487444,0.466805186,0.486562033,0.466828989,0.464922558,0.467727524,0.51781311,0.465495104,0.357494553,4,6,46
Hamilton,0.909253936,0.861721228,0.904392281,0.812346559,0.777479325,0.805408787,0.81532427,0.797138206,0.833200821,0.87178122,0.871029043,0.927978932,0.940606773,0.948289112,0.996406279,1.037295625,1.071466348,1.161805554,0.994683369,0.967291456,0.805099531,0.551056918,1.088369448,0.331219734,0.880349863,0.860805348,0.87503198,0.944977663,0.13584633,0.660693333,0.179214948,-0.490102821,0.656426864,1.670786526,0.35700638,1.345418929,0.87708838,0.8894913,0.823422514,0.887197461,0.902376949,0.910297206,0.948892463,0.951615374,0.916170541,0.955227011,0.766657036,4,5,45
Hawkesbury,-0.300668091,-0.294937767,-0.289007425,-0.284810079,-0.276924911,-0.28341795,-0.28900285,-0.287716907,-0.281370402,-0.300972419,-0.277942285,-0.288260232,-0.30085226,-0.304078035,-0.305459292,-0.295689664,-0.293845168,-0.291763966,-0.303028616,-0.279649302,-0.285055014,-0.202543173,-0.34107439,-0.223005962,-0.299241875,-0.279607521,-0.276453709,-0.323973708,-0.221233258,-0.176693303,-0.205017107,-0.644182176,-0.22190564,-0.271516686,-0.236440675,-0.37316037,-0.270832254,-0.278427165,-0.27322889,-0.291850008,-0.303256575,-0.308316265,-0.311105501,-0.307392455,-0.304760432,-0.303158827,-0.265442083,0,7,7
Hawkesbury (Ontario part),-0.303644722,-0.297589743,-0.291447915,-0.286673219,-0.279111175,-0.285779162,-0.290795247,-0.290042071,-0.283431666,-0.30333965,-0.280302723,-0.290766369,-0.304489347,-0.308358875,-0.310022315,-0.301764797,-0.297459972,-0.294338175,-0.306930155,-0.284366526,-0.287175105,-0.202705663,-0.345659937,-0.223005962,-0.30211681,-0.282625338,-0.278233439,-0.327797966,-0.225053493,-0.176693303,-0.211008522,-0.649152478,-0.230351145,-0.273750759,-0.240240763,-0.377584924,-0.274044569,-0.279075437,-0.277085246,-0.29570105,-0.307116072,-0.311452691,-0.313804482,-0.309730946,-0.30654379,-0.305129013,-0.267519578,0,7,7
Hawkesbury (Quebec part),-0.311321296,-0.307269452,-0.301345459,-0.293776441,-0.287856234,-0.292349491,-0.298913749,-0.297571174,-0.294425074,-0.311973077,-0.292442118,-0.307764515,-0.323159727,-0.3338963,-0.333363933,-0.329102892,-0.320956198,-0.32025187,-0.325087319,-0.310120018,-0.295333368,-0.204894993,-0.365002375,-0.224355381,-0.314499992,-0.298217392,-0.28464047,-0.346450982,-0.243330695,-0.176693303,-0.247478006,-0.644182176,-0.272578669,-0.283357274,-0.279825012,-0.391887554,-0.293398765,-0.283384536,-0.29594524,-0.312284106,-0.322278384,-0.324782501,-0.325168612,-0.320523984,-0.313677219,-0.311602481,-0.276245053,0,7,7
High River,-0.292991518,-0.284197268,-0.278160802,-0.281316691,-0.277029019,-0.279824801,-0.28236044,-0.278305529,-0.27690433,-0.291921246,-0.276705865,-0.290330519,-0.302549568,-0.310130257,-0.303353281,-0.297967839,-0.290591844,-0.295539472,-0.298901988,-0.291569854,-0.279430284,-0.193255623,-0.340204045,-0.218572156,-0.294323041,-0.282454329,-0.268326273,-0.319290943,-0.236214571,-0.176693303,-0.247738502,-0.375785879,-0.272578669,-0.252973879,-0.21775691,-0.366317745,-0.277578115,-0.269885234,-0.276663457,-0.293421862,-0.302889004,-0.304171703,-0.29974137,-0.299837328,-0.293614449,-0.293026443,-0.260144473,0,7,7
Ingersoll,-0.289388228,-0.285523255,-0.282499451,-0.278289088,-0.272760597,-0.276436975,-0.280146303,-0.281737914,-0.276675301,-0.292199743,-0.274907436,-0.287715419,-0.302307095,-0.316034864,-0.316691348,-0.314674453,-0.30505106,-0.301545957,-0.300440095,-0.288255048,-0.281877282,-0.201234706,-0.337164333,-0.223198736,-0.29495942,-0.283520624,-0.266724515,-0.323817616,-0.237712702,-0.175596916,-0.249040983,-0.649152478,-0.264133164,-0.268388984,-0.257657833,-0.356182428,-0.278059962,-0.270914841,-0.28220697,-0.29483653,-0.300499791,-0.300587216,-0.302440351,-0.296599417,-0.293837369,-0.293026443,-0.262637466,0,7,7
Joliette,-0.239568831,-0.238052899,-0.240468787,-0.239745377,-0.230701028,-0.23403782,-0.238604878,-0.233352357,-0.234877448,-0.243184155,-0.231969943,-0.230728044,-0.223382307,-0.216099391,-0.207705298,-0.179249628,-0.174556632,-0.174208462,-0.252121031,-0.189065855,-0.225250185,-0.196334369,-0.245609261,-0.212017835,-0.229846639,-0.21487535,-0.234689364,-0.23890347,-0.100109345,-0.17315113,-0.152917846,-0.594479158,-0.002322514,-0.262580393,-0.237074023,-0.281479484,-0.206345038,-0.249178676,-0.202368337,-0.221509555,-0.223034161,-0.234498242,-0.245903802,-0.249110052,-0.24078249,-0.258970373,-0.228047188,0,7,7
Kamloops,-0.155753178,-0.148681334,-0.143933841,-0.134128622,-0.13023696,-0.135790867,-0.136121971,-0.151196561,-0.144639893,-0.151697675,-0.13440517,-0.135712765,-0.120695217,-0.120887603,-0.113636824,-0.115207608,-0.106959795,-0.115173289,-0.093095791,-0.155025347,-0.144297329,-0.163545722,-0.117668582,-0.118329596,-0.131881738,-0.135094332,-0.148550404,-0.108098224,-0.136963374,-0.162271597,-0.041685922,1.527839705,-0.137450591,-0.097258979,-0.070503505,-0.139070566,-0.132461802,-0.122765717,-0.136810275,-0.133407154,-0.139411714,-0.133012461,-0.13766046,-0.141899212,-0.133112295,-0.1340043,-0.12687322,0,3,3
Kawartha Lakes,-0.207765882,-0.214185122,-0.210911739,-0.210633813,-0.205611038,-0.207037874,-0.21171893,-0.213533102,-0.205905239,-0.215891385,-0.186672013,-0.162844421,-0.149913149,-0.131515895,-0.129080902,-0.121789001,-0.136601188,-0.144519262,-0.161035095,-0.166180944,-0.198049564,-0.183420739,-0.185321649,-0.216837189,-0.17798551,-0.195450669,-0.18924691,-0.152740587,-0.213817509,-0.164380034,-0.209445545,-0.420518596,-0.145896096,-0.256548396,-0.248157613,-0.114375378,-0.156875393,-0.199147363,-0.168504706,-0.180877136,-0.183795936,-0.188908051,-0.198884712,-0.199102311,-0.204223666,-0.20267935,-0.179329949,0,7,7
Kelowna,-0.032614668,-0.01528698,-0.003334489,0.02109424,0.010412736,0.007319116,0.010749107,-0.007922166,-0.001725593,-0.02136077,0.011379981,0.041024372,0.085527617,0.106292152,0.122411868,0.123747598,0.138485405,0.124914522,0.10697064,-0.025429183,0.028987645,-0.084019998,0.104957813,-0.058955156,0.053087374,0.015504789,-0.022308181,0.164360675,0.073449163,-0.133090836,0.218028898,3.560693136,0.014568496,-0.019513233,0.008348318,0.080510815,0.040039494,0.014820394,0.047632029,0.070069309,0.064774085,0.063126172,0.048995383,0.043561149,0.031179494,0.016292733,0.009514274,4,3,43
Kenora,-0.292364858,-0.288042632,-0.283448531,-0.277357518,-0.270157901,-0.274281086,-0.281833264,-0.279634194,-0.276446271,-0.292756739,-0.274795034,-0.284991358,-0.296245283,-0.307768414,-0.308267306,-0.309611843,-0.297459972,-0.293136877,-0.300139976,-0.28857378,-0.27803612,-0.20261159,-0.333605013,-0.219921575,-0.293349756,-0.279084433,-0.268444921,-0.31913485,-0.236364384,-0.173994504,-0.240444605,-0.559687046,-0.255687659,-0.281793423,-0.272224836,-0.344606559,-0.276614421,-0.263593186,-0.281724925,-0.294207789,-0.30178629,-0.296890714,-0.296474183,-0.291202898,-0.28692686,-0.28739734,-0.262741341,0,7,7
Kentville,-0.279831677,-0.272528577,-0.265280437,-0.26175372,-0.260892303,-0.26350164,-0.269813664,-0.2641331,-0.259269072,-0.276882372,-0.252651877,-0.2630899,-0.272119273,-0.279721531,-0.276852647,-0.275945484,-0.273240784,-0.275632262,-0.282845653,-0.263202765,-0.259488931,-0.199421667,-0.305091479,-0.210090093,-0.272970661,-0.262466322,-0.25480032,-0.288774922,-0.219585314,-0.176524628,-0.224293834,-0.256498637,-0.230351145,-0.281123201,-0.229473848,-0.312297021,-0.247462665,-0.266148139,-0.250151006,-0.265285681,-0.274494129,-0.283224858,-0.289797756,-0.286166147,-0.28046219,-0.282894059,-0.238642408,0,7,7
Kingston,-0.074914156,-0.07628241,-0.053500121,-0.021990876,-0.03706044,-0.054893689,-0.072122873,-0.076016256,-0.07776333,-0.081237767,-0.056623116,-0.033179074,-0.032314003,-0.01357137,0.002895765,0.011104519,0.013413183,0.003068671,-0.015665243,-0.09962984,-0.046253946,-0.127994756,0.005712531,-0.096353342,-0.045364169,-0.036934809,-0.07831037,0.002571131,-0.098386494,-0.010042483,-0.128431193,-0.336023465,-0.036104533,-0.079833208,0.006764948,0.032458095,-0.032076969,-0.058548696,-0.058899821,-0.036816744,-0.040075598,-0.035559228,-0.020183761,-0.02047754,-0.036365163,-0.029021541,-0.064029021,0,1,1
Kitchener - Cambridge - Waterloo,0.648720422,0.607396804,0.638243267,0.680180057,0.654527962,0.590230507,0.56027679,0.526422677,0.535691725,0.6124999,0.524381854,0.515882846,0.48778944,0.480644237,0.478678666,0.479395971,0.475746629,0.470373252,0.653523771,0.637277024,0.487186865,0.372643578,0.667655184,0.633489609,0.563433222,0.522890336,0.572359131,0.594316582,0.187906392,0.307150702,0.071890469,-0.400637388,0.225706117,0.8578073,0.53402714,0.797803133,0.540839346,0.485770636,0.497921916,0.556636625,0.593341466,0.638324276,0.628708088,0.598323278,0.538767558,0.543739627,0.509878753,4,2,42
Lachute,-0.293148182,-0.291622798,-0.286024604,-0.28166603,-0.274634538,-0.278592865,-0.285312622,-0.282845135,-0.280912343,-0.296377208,-0.276930668,-0.28466447,-0.298063827,-0.305111341,-0.305634793,-0.291892707,-0.28733852,-0.283354887,-0.306667552,-0.271362287,-0.28083887,-0.203843089,-0.335748399,-0.223777058,-0.295221458,-0.276740595,-0.273190869,-0.322022556,-0.213293163,-0.176693303,-0.218041923,-0.644182176,-0.179678116,-0.280452979,-0.27095814,-0.363076501,-0.269547329,-0.277817027,-0.270878922,-0.288470523,-0.300499791,-0.304059687,-0.3067019,-0.307752223,-0.301193718,-0.301470096,-0.264299462,0,7,7
Lacombe,-0.290641546,-0.28393207,-0.279923378,-0.278056196,-0.27505097,-0.277155605,-0.280989784,-0.281073581,-0.278393021,-0.289136269,-0.278167088,-0.290984294,-0.3066716,-0.315739634,-0.315813844,-0.312649409,-0.301797737,-0.29725561,-0.305392048,-0.291761093,-0.28055523,-0.198480939,-0.339957231,-0.220499898,-0.296756254,-0.283943118,-0.267911002,-0.325378538,-0.23666401,-0.176693303,-0.247478006,-0.286320447,-0.255687659,-0.274197574,-0.254174419,-0.362459122,-0.27926458,-0.267063346,-0.280640325,-0.297194311,-0.307483644,-0.307644174,-0.305565487,-0.300197096,-0.294951967,-0.291337712,-0.261079346,0,7,7
Ladysmith,-0.295341489,-0.288838224,-0.283855279,-0.282364707,-0.276716695,-0.27972214,-0.28236044,-0.28207008,-0.279194623,-0.293035236,-0.272996605,-0.284010695,-0.292729433,-0.293302127,-0.290892718,-0.292398968,-0.288422961,-0.291077511,-0.298939503,-0.289020004,-0.275718923,-0.199011167,-0.334683201,-0.221270994,-0.289606351,-0.281428271,-0.268919516,-0.30875472,-0.241158404,-0.176693303,-0.242268079,-0.326082862,-0.213460135,-0.274197574,-0.265574682,-0.3448638,-0.271555025,-0.267826018,-0.275096812,-0.288549115,-0.298202471,-0.301707368,-0.302298299,-0.299117793,-0.292276932,-0.291619167,-0.253392617,0,7,7
Lethbridge,-0.080710753,-0.095376632,-0.10353017,-0.080214004,-0.104522322,-0.113410683,-0.120306708,-0.128830697,-0.137998043,-0.091263683,-0.147668584,-0.152492986,-0.143487629,-0.140963266,-0.145577985,-0.142545703,-0.136962669,-0.130446924,-0.097747627,-0.11193287,-0.143667552,-0.134143696,-0.106224197,-0.157462749,-0.130122338,-0.130225587,-0.125651204,-0.123317212,-0.162806139,-0.162777622,-0.091440717,0.638155685,-0.247242154,-0.163834359,-0.109137732,-0.063904587,-0.144588289,-0.144463748,-0.10722479,-0.123111512,-0.131325148,-0.130324096,-0.123881451,-0.119233834,-0.133558134,-0.127812288,-0.136429693,0,4,4
Lloydminster,-0.234398893,-0.235268325,-0.23626572,-0.24556769,-0.24267343,-0.236296371,-0.234809215,-0.236341854,-0.242091872,-0.236500212,-0.248717813,-0.264942262,-0.28121199,-0.294187818,-0.300896269,-0.301005405,-0.290953324,-0.287130392,-0.260561862,-0.251409705,-0.254912227,-0.18425029,-0.288983606,-0.213945577,-0.263043152,-0.254288038,-0.231011255,-0.295877116,-0.211345592,-0.174922216,-0.247478006,-0.216736222,-0.272578669,-0.236665145,-0.262091269,-0.299332047,-0.259026998,-0.230607602,-0.258345763,-0.263871012,-0.269807596,-0.270119079,-0.269910528,-0.262781233,-0.259953581,-0.252778361,-0.234902919,0,7,7
Lloydminster (Alberta part),-0.273565086,-0.27106999,-0.267178596,-0.271535205,-0.267763421,-0.265349545,-0.266966917,-0.26568321,-0.266483496,-0.274654391,-0.268163327,-0.284119658,-0.300488552,-0.311754024,-0.314760839,-0.312902539,-0.301436256,-0.293480105,-0.294362697,-0.282836615,-0.272935402,-0.195718619,-0.325680979,-0.217222737,-0.287817004,-0.275573706,-0.256758024,-0.319759219,-0.223555362,-0.176018603,-0.249822472,-0.445370104,-0.281024174,-0.271069872,-0.269691444,-0.342497178,-0.276935652,-0.248416004,-0.276904479,-0.288863486,-0.298753828,-0.299467064,-0.297468544,-0.291382782,-0.285143502,-0.279235142,-0.255470111,0,7,7
Lloydminster (Saskatchewan part),-0.274975069,-0.273987163,-0.272873073,-0.269672065,-0.265056617,-0.265760191,-0.268443008,-0.27044426,-0.272094714,-0.276186128,-0.275357043,-0.291311181,-0.307399017,-0.320463319,-0.324062386,-0.323280891,-0.314088071,-0.316133137,-0.295188023,-0.283410332,-0.279435091,-0.193589153,-0.332916531,-0.220885446,-0.292571128,-0.279979719,-0.260732755,-0.326471183,-0.234866253,-0.175512579,-0.251124954,-0.420518596,-0.272578669,-0.25118662,-0.27570825,-0.353044081,-0.278702425,-0.266224406,-0.281242881,-0.291142674,-0.297375436,-0.298458927,-0.300309577,-0.294620694,-0.290493574,-0.28683443,-0.257755355,0,7,7
London,0.532788491,0.537782454,0.536420592,0.563035122,0.542299707,0.475865715,0.462960203,0.440613052,0.442133244,0.541343748,0.449297443,0.506947922,0.539314839,0.560651661,0.586260709,0.580648177,0.561778967,0.577631924,0.603704116,0.536111696,0.460481412,0.249502284,0.671227495,0.529777113,0.499413515,0.51737779,0.444693124,0.599389578,0.09007842,0.470006337,0.0203122,-0.067627169,0.124360059,0.825189832,0.23635359,0.861804829,0.555214453,0.325876355,0.507683319,0.567639601,0.596741499,0.602703439,0.568478196,0.515936425,0.426861889,0.401041881,0.44454156,4,2,42
Matane,-0.293931506,-0.285921052,-0.280736875,-0.27607661,-0.274738646,-0.277052944,-0.281095219,-0.27575892,-0.273239861,-0.29136425,-0.272996605,-0.277799834,-0.282424353,-0.287249905,-0.283697182,-0.281514356,-0.280831873,-0.284727798,-0.302953586,-0.263903974,-0.270743199,-0.204176619,-0.324083181,-0.21317448,-0.283691772,-0.272847612,-0.268266948,-0.304930462,-0.217188304,-0.176524628,-0.223512345,-0.455310708,-0.213460135,-0.281123201,-0.258291181,-0.335963243,-0.260231616,-0.273431661,-0.262684165,-0.281868737,-0.287083442,-0.292970182,-0.299031112,-0.298398257,-0.292722771,-0.295278084,-0.258170854,0,7,7
Medicine Hat,-0.196016024,-0.178648654,-0.183524015,-0.200386542,-0.206548009,-0.196669073,-0.189261256,-0.184634634,-0.192048964,-0.186649131,-0.192629309,-0.196186939,-0.189072453,-0.187462047,-0.203317776,-0.203043896,-0.196606937,-0.189996939,-0.177954271,-0.168093332,-0.205342484,-0.175595592,-0.196402307,-0.197366999,-0.196567771,-0.197512844,-0.19197583,-0.190670987,-0.16670128,-0.17281378,-0.227159294,0.518868442,-0.230351145,-0.207175379,-0.180072705,-0.17637059,-0.201125027,-0.187364074,-0.17784432,-0.189286554,-0.201347461,-0.209630865,-0.203146261,-0.207017206,-0.209350818,-0.200146253,-0.185874055,0,4,4
Midland,-0.280458336,-0.278230323,-0.269754669,-0.26548,-0.257977283,-0.260319137,-0.267810397,-0.269669205,-0.261788394,-0.280363593,-0.260182798,-0.261564425,-0.267148587,-0.269683699,-0.2673756,-0.262023306,-0.255528244,-0.238392051,-0.271441154,-0.259887959,-0.264512728,-0.19675342,-0.307195895,-0.221270994,-0.273726828,-0.255917659,-0.256520726,-0.289945613,-0.222806296,-0.167669195,-0.213092493,-0.644182176,-0.145896096,-0.261463357,-0.253541071,-0.315949851,-0.245454969,-0.262144108,-0.249126661,-0.264578346,-0.278904983,-0.280536493,-0.283689536,-0.281848932,-0.284251824,-0.282331148,-0.246225262,0,7,7
Miramichi,-0.282181648,-0.273721966,-0.26690743,-0.263500414,-0.262662136,-0.267608096,-0.27139519,-0.26623682,-0.253886883,-0.277857114,-0.250066635,-0.261128575,-0.270664438,-0.269093239,-0.267200099,-0.272148527,-0.262757852,-0.272371599,-0.272416539,-0.265688869,-0.260984051,-0.201499821,-0.301882895,-0.22011435,-0.273494737,-0.259549099,-0.254681671,-0.288228599,-0.225203306,-0.176693303,-0.243310065,0.195798826,-0.247242154,-0.283133867,-0.257024485,-0.300412462,-0.249630978,-0.268016686,-0.248825383,-0.261277454,-0.271829238,-0.279640372,-0.283973639,-0.28310812,-0.275780877,-0.278953687,-0.242797397,0,4,4
Moncton,-0.094183923,-0.073497836,-0.080752262,-0.072295659,-0.082867891,-0.083228233,-0.066851118,-0.057082777,-0.046729856,-0.07608556,-0.06617727,-0.071206978,-0.074867921,-0.055936925,-0.042383464,-0.053190631,-0.069004351,-0.076045326,-0.04909093,-0.075979974,-0.076714026,-0.144816683,-0.015929176,-0.040256063,-0.059851145,-0.074305441,-0.084836049,-0.026383968,-0.027824511,-0.154681226,-0.082323346,2.009958978,-0.044550038,-0.185504869,0.152118309,-0.025575597,-0.063557653,-0.155522499,-0.057031899,-0.016539831,-0.006442834,-0.040487898,-0.070896193,-0.088653561,-0.093878435,-0.118805724,-0.085738835,0,3,3
Moose Jaw,-0.259151927,-0.249058596,-0.249417251,-0.253369589,-0.249336332,-0.247794447,-0.250308173,-0.250625004,-0.25136756,-0.254463311,-0.252989082,-0.259603101,-0.265572516,-0.271602696,-0.275097639,-0.274932962,-0.258420087,-0.243368854,-0.257523163,-0.250772242,-0.25577757,-0.191459687,-0.290425521,-0.202379127,-0.265296681,-0.250153629,-0.244477883,-0.283858018,-0.213442976,-0.165898108,-0.23445319,-0.385726483,-0.145896096,-0.265708096,-0.256074463,-0.285646797,-0.248024821,-0.24174262,-0.248885639,-0.260019971,-0.265948098,-0.273703565,-0.272325405,-0.269796707,-0.264857813,-0.258688918,-0.236980413,0,7,7
Nanaimo,-0.168129695,-0.148946531,-0.156407458,-0.148335065,-0.146061352,-0.144517085,-0.139601329,-0.149425007,-0.14578504,-0.156571384,-0.135304384,-0.132770778,-0.117179366,-0.082802887,-0.07520213,-0.07217542,-0.078764322,-0.086857,-0.107013783,-0.146547093,-0.134783362,-0.139403221,-0.127125462,-0.151679524,-0.132300999,-0.12671486,-0.15762703,-0.097171772,-0.123180567,-0.153247489,0.07319295,0.90158168,-0.112114077,-0.196898642,-0.143971871,-0.112523239,-0.119371619,-0.161928948,-0.116323381,-0.107157197,-0.11267091,-0.126515579,-0.136666098,-0.143877936,-0.146710394,-0.155113434,-0.12884684,0,4,4
Nelson,-0.29111154,-0.281943089,-0.278974299,-0.27793975,-0.266722342,-0.267505434,-0.272449541,-0.268672706,-0.264651261,-0.289414767,-0.26771372,-0.283138995,-0.29151707,-0.295073509,-0.29528024,-0.299486622,-0.293845168,-0.290905897,-0.297889088,-0.293737227,-0.266474173,-0.19510287,-0.328759661,-0.207969578,-0.286192366,-0.271902029,-0.265063433,-0.308832767,-0.231345644,-0.176693303,-0.2125715,-0.281350146,-0.078332057,-0.273750759,-0.26304129,-0.338690003,-0.267379016,-0.26321185,-0.267444355,-0.280296883,-0.29324026,-0.294538394,-0.297468544,-0.291922434,-0.288264378,-0.284019879,-0.254431364,0,7,7
New Glasgow,-0.273408421,-0.258340509,-0.254027065,-0.256280746,-0.257040313,-0.260935105,-0.263803864,-0.254943166,-0.247359547,-0.268248945,-0.241636499,-0.24903374,-0.255509909,-0.255807873,-0.251405019,-0.257213826,-0.255889724,-0.258299261,-0.264313342,-0.242548974,-0.252643104,-0.201080769,-0.284787765,-0.218379382,-0.264091305,-0.247930504,-0.247740722,-0.276677778,-0.218012276,-0.176524628,-0.234974183,0.161006714,-0.247242154,-0.266154911,-0.239290741,-0.280810656,-0.235496793,-0.260885699,-0.236653758,-0.25357537,-0.257953425,-0.267206683,-0.276871058,-0.278071369,-0.276226716,-0.27473186,-0.229916933,0,4,4
Norfolk,-0.214972462,-0.217367492,-0.209691494,-0.221463315,-0.22049846,-0.218946595,-0.22289505,-0.223055202,-0.218272822,-0.212827911,-0.201733856,-0.192591177,-0.18240446,-0.168862535,-0.171903118,-0.172921365,-0.185039564,-0.195488583,-0.196261493,-0.163376108,-0.217039039,-0.179435473,-0.216563128,-0.214909447,-0.202729415,-0.21290371,-0.20028124,-0.193714784,-0.218761342,-0.170199319,-0.223512345,-0.519924631,-0.129005087,-0.243367364,-0.234540631,-0.161502029,-0.17879944,-0.220311524,-0.19266719,-0.2038262,-0.209250241,-0.206158394,-0.210959101,-0.213852796,-0.214255051,-0.217315016,-0.194080158,0,7,7
